unit_id,name,namebase,height,radius,weight,stratum,sizeLabel,x,z
1529,Gabriela #10,Gabriela,1.039338,0.431886,0.193863,3,XS,20.81037,-0.0880123
1530,Marianne #10,Marianne,0.7836583,0.9094857,0.6482141,1,L,22.3191,-0.265804
1531,Plinio #10,Plinio,0.7474082,0.8298391,0.5146898,1,M,24.08527,0.0082913
1532,Josiane #10,Josiane,0.8315916,0.4079323,0.1383841,1,XS,24.94624,0.2767205
1533,Gisele #10,Gisele,0.8161929,0.6637331,0.3595669,1,S,25.8205,-0.3708271
1534,Aline #10,Aline,0.7472424,0.5393615,0.2173809,1,XS,27.69912,-0.1670103
1535,Miguel #10,Miguel,0.8054849,0.4133142,0.1375999,1,XS,29.08761,0.194631
1536,Aleksandra #10,Aleksandra,1.284443,0.8832222,1.00197,4,XL,29.93907,0.4761498
1537,Artur #10,Artur,0.911884,0.6411256,0.3748226,2,S,31.10689,0.1613139
1538,Ticiane #10,Ticiane,0.982048,0.9910252,0.9644998,2,XL,32.94063,0.1444865
1539,Guido #10,Guido,1.095193,0.7632751,0.6380472,3,L,33.84299,-0.3403838
1540,Marlene #10,Marlene,1.195096,1.084366,1.405253,4,XL,-33.46598,1.644101
1541,Natali #10,Natali,0.9684466,0.5335022,0.2756437,2,S,-32.03107,1.68587
1542,Jéssica #10,Jéssica,1.262099,0.5490203,0.3804261,4,S,-31.36663,1.15629
1543,Heloi #10,Heloi,0.861062,0.9037136,0.7032279,1,L,-30.38156,0.9660991
1544,Willian #10,Willian,1.22845,0.8296146,0.8454932,4,L,-28.99358,1.261663
1545,Miriam #10,Miriam,0.729995,0.9985694,0.7279078,0,L,-27.93726,1.718171
1546,Alina #10,Alina,1.077333,0.9451452,0.9623811,3,XL,-26.51906,1.210201
1547,Lívia #10,Lívia,0.9174095,0.6867263,0.4326439,2,M,-25.07825,1.42802
1548,Petra #10,Petra,1.039844,0.7684414,0.6140304,3,M,-23.76715,1.065264
1549,Gizeli #10,Gizeli,0.7835753,1.059328,0.8793086,1,XL,-22.83172,1.514578
1550,Marina #10,Marina,1.110992,0.7423034,0.6121727,3,M,-21.71971,0.9607981
1551,Vivian #10,Vivian,1.285516,1.064432,1.45651,4,XL,-20.21163,1.568403
1552,Caique #10,Caique,1.111146,0.9016633,0.9033578,3,XL,-18.5033,0.8329538
1553,Severino #10,Severino,0.7931343,0.4385526,0.1525422,1,XS,-17.02609,1.741013
1554,Victoria #10,Victoria,1.24088,0.967411,1.16132,4,XL,-16.5378,1.491428
1555,Erundina #10,Erundina,1.287582,0.7462857,0.7171088,4,L,-15.01757,1.269848
1556,Carla #10,Carla,1.169097,0.8878491,0.9215713,4,XL,-13.47206,1.583444
1557,Juliete #10,Juliete,0.7711694,0.9582852,0.708173,1,L,-12.04615,1.704275
1558,Alexa #10,Alexa,0.9193302,0.7341265,0.4954654,2,M,-10.96833,1.432508
1559,Marine #10,Marine,1.180182,0.9934002,1.164655,4,XL,-9.511138,1.481304
1560,Janaina #10,Janaina,0.9475889,0.677025,0.4343395,2,M,-8.520007,1.47891
1561,Sandro #10,Sandro,1.075515,0.6239365,0.4186946,3,S,-7.597887,1.297026
1562,Fúlvia #10,Fúlvia,0.995915,0.7341242,0.5367368,2,M,-6.350279,1.196402
1563,Plinia #10,Plinia,1.11192,0.6873322,0.5252993,3,M,-4.717682,0.9712589
1564,George #10,George,0.6145398,0.747521,0.3433972,0,S,-3.852198,1.023963
1565,Talita #10,Talita,0.7208614,0.7075457,0.3608783,0,S,-2.426125,1.677034
1566,Matheus #10,Matheus,1.139479,0.9505471,1.029564,3,XL,-1.123232,1.534064
1567,Enedina #10,Enedina,0.809754,0.5898089,0.2816928,1,S,-0.3378176,0.8135984
1568,Augusta #10,Augusta,1.178891,0.7262427,0.6217805,4,L,0.9948728,1.319725
1569,Rogério #10,Rogério,1.145116,0.9225332,0.9745712,3,XL,2.84054,1.224195
1570,Rodrigo #10,Rodrigo,0.8122626,0.5462588,0.2423781,1,XS,3.517851,1.502688
1571,Manuela #10,Manuela,0.8824171,0.7453617,0.4902393,2,M,4.72296,0.7793357
1572,Mariane #10,Mariane,1.096667,0.7834992,0.6732122,3,L,6.411737,1.068385
1573,Alana #10,Alana,0.9178998,0.8947274,0.7348129,2,L,7.558645,0.7916311
1574,Janiana #10,Janiana,1.187062,0.9581299,1.089738,4,XL,9.208226,1.636881
1575,Valéria #10,Valéria,1.098423,0.824996,0.7476068,3,L,9.747377,1.024192
1576,Hermeto #10,Hermeto,0.8307598,0.6220081,0.3214161,1,S,11.36942,1.000421
1577,Zilah #10,Zilah,0.7273843,0.5330667,0.2066936,0,XS,12.44252,1.017253
1578,Hélcio #10,Hélcio,1.068934,1.044997,1.167296,3,XL,14.22073,1.691744
1579,Guilherme #10,Guilherme,0.7309517,0.9712545,0.6895326,0,L,15.02358,1.013237
1580,Eliane #10,Eliane,0.9986261,0.8101512,0.6554431,2,L,15.82454,1.489233
1581,Maria #10,Maria,1.040765,0.9875342,1.014979,3,XL,17.60946,0.8620875
1582,Elias #10,Elias,1.245573,0.526334,0.3450581,4,S,18.98107,1.725779
1583,Vitoria #10,Vitoria,1.156705,1.066634,1.315993,3,XL,20.26216,1.435182
1584,Augusto #10,Augusto,1.288476,1.095435,1.546142,4,XL,21.17303,0.8173306
1585,Daniel #10,Daniel,1.221622,1.080228,1.425503,4,XL,22.84736,1.246932
1586,Joana #10,Joana,0.6825259,0.6640286,0.3009489,0,S,23.89848,1.280536
1587,Daniela #10,Daniela,1.120918,0.8241685,0.7613876,3,L,25.35456,0.7674727
1588,Andrea #10,Andrea,0.7955639,0.8803923,0.6166341,1,L,26.06742,0.8646007
1589,Teresa #10,Teresa,0.9804574,0.7458641,0.5454414,2,M,27.64453,1.23586
1590,Patricia #10,Patricia,1.108667,0.7452759,0.6157936,3,L,28.57817,1.728736
1591,Edivaldo #10,Edivaldo,0.9370688,0.7160544,0.480467,2,M,29.97196,1.466247
1592,Diego #10,Diego,0.7130109,0.5855948,0.2445066,0,XS,31.70821,0.9434148
1593,Paula #10,Paula,0.8787086,0.7085004,0.4410879,1,M,32.37521,1.346927
1594,Brivaldo #10,Brivaldo,1.125052,0.7958776,0.7126315,3,L,33.87134,0.9851804
1595,Alexandre #10,Alexandre,0.7367228,0.4368224,0.1405769,0,XS,-33.88208,2.305347
1596,Fúlvio #10,Fúlvio,0.8440791,0.8937871,0.6742972,1,L,-32.3036,2.100303
1597,Marcela #10,Marcela,1.045371,0.8462446,0.7486211,3,L,-31.60833,2.475393
1598,Amaury #10,Amaury,0.8443923,1.054764,0.9394091,1,XL,-30.15934,2.380704
1599,Sandra #10,Sandra,1.051056,1.005408,1.062455,3,XL,-29.23459,2.651152
1600,Eliana #10,Eliana,1.245767,1.051207,1.376618,4,XL,-27.63091,2.45862
1601,Tito #10,Tito,1.061086,0.8560226,0.7775368,3,L,-26.13068,2.823126
1602,Rogéria #10,Rogéria,0.8238489,0.8987518,0.6654679,1,L,-25.13547,2.965903
1603,Thaysa #10,Thaysa,1.220764,0.6747298,0.5557653,4,M,-23.95946,2.647747
1604,Bruno #10,Bruno,0.6975861,0.3964351,0.1096332,0,XS,-22.36995,2.767934
1605,Paulino #10,Paulino,1.139238,0.6475933,0.4777704,3,M,-21.67,2.513882
1606,Arthur #10,Arthur,0.7007136,0.7276258,0.3709854,0,S,-19.65572,2.460983
1607,Lilian #10,Lilian,0.6809106,1.096041,0.8179817,0,L,-18.29744,2.881452
1608,Leilani #10,Leilani,0.993542,1.078535,1.155725,2,XL,-17.68734,2.263086
1609,Adriana #10,Adriana,1.09688,1.034695,1.174313,3,XL,-16.10335,2.687542
1610,Maria #10,Maria,0.665993,1.008759,0.6777105,0,L,-14.71948,2.915755
1611,Ticiana #10,Ticiana,0.7981246,0.5065535,0.2047959,1,XS,-13.66141,2.939785
1612,Diogo #10,Diogo,1.052642,0.8789005,0.81313,3,L,-12.75871,2.621539
1613,Liliane #10,Liliane,0.7669997,0.5581793,0.2389696,1,XS,-10.86919,2.550866
1614,Nicole #10,Nicole,1.19656,0.9957508,1.186413,4,XL,-10.18526,2.17588
1615,Rafaela #10,Rafaela,1.171802,0.4940008,0.2859628,4,S,-8.54246,2.325283
1616,Heloá #10,Heloá,1.137549,0.7278141,0.6025752,3,M,-7.5963,2.916619
1617,Mateus #10,Mateus,0.6676831,0.3997678,0.1067053,0,XS,-5.812081,2.23011
1618,Eduarda #10,Eduarda,0.8633214,1.058607,0.9674796,1,XL,-4.826342,2.897064
1619,Everton #10,Everton,1.013797,0.4982586,0.2516869,2,XS,-4.019153,2.968108
1620,Sara #10,Sara,1.225958,1.031238,1.303749,4,XL,-2.185648,2.422669
1621,Raphael #10,Raphael,1.127244,0.6183357,0.4309894,3,M,-1.10712,2.314732
1622,Iona #10,Iona,0.6625626,0.9284891,0.5711899,0,M,-0.0891431,2.854619
1623,João #10,João,1.016189,0.7189563,0.5252659,2,M,1.620682,2.935941
1624,William #10,William,0.7160153,0.7077698,0.3586793,0,S,2.147827,2.79996
1625,Davi #10,Davi,1.140448,0.8638173,0.8509799,3,L,4.093095,2.619176
1626,Giselle #10,Giselle,1.128499,0.3880534,0.1699356,3,XS,4.745366,2.296062
1627,Sheila #10,Sheila,1.001669,1.088298,1.18637,2,XL,6.709728,2.687981
1628,Juliene #10,Juliene,1.037054,0.6295778,0.4110551,3,S,7.281654,2.912362
1629,Nivaldo #10,Nivaldo,0.8407876,0.5851067,0.2878436,1,S,8.822077,2.436906
1630,Vitória #10,Vitória,1.188136,0.4440571,0.2342847,4,XS,10.32724,2.3349
1631,Mauricio #10,Mauricio,1.031619,0.4399757,0.1996994,3,XS,11.38556,2.905401
1632,Giselle #10,Giselle,0.6502788,0.9111561,0.539865,0,M,12.73133,2.135903
1633,Ana #10,Ana,0.6114945,0.6902387,0.2913339,0,S,13.44604,2.222258
1634,Anderson #10,Anderson,0.6429821,0.5205271,0.174215,0,XS,15.16767,2.742021
1635,Zilá #10,Zilá,0.6599593,0.6297095,0.2616963,0,S,16.49092,2.105628
1636,Joaquim #10,Joaquim,1.161444,0.9004706,0.9417535,4,XL,17.23026,2.247919
1637,Tania #10,Tania,0.732383,1.069991,0.8384912,0,L,18.84196,2.880866
1638,Caetano #10,Caetano,1.218211,0.8918634,0.9689898,4,XL,20.45976,2.6831
1639,José #10,José,1.191307,0.7459005,0.6628047,4,L,20.75258,2.671699
1640,Nicoli #10,Nicoli,0.8629413,0.6247747,0.3368434,1,S,22.22424,2.836097
1641,Julieta #10,Julieta,0.7766935,0.9731541,0.7355512,1,L,23.92156,2.193475
1642,Guilhermina #10,Guilhermina,0.7054177,0.4227652,0.1260796,0,XS,25.35096,2.148806
1643,Leona #10,Leona,1.03204,0.9776407,0.9864045,3,XL,26.10125,2.493376
1644,Rômulo #10,Rômulo,0.8436348,0.8995636,0.6826817,1,L,27.53284,2.893723
1645,Victória #10,Victória,1.19713,0.6590977,0.520045,4,M,28.96628,2.113506
1646,Uiara #10,Uiara,0.7020305,0.9923331,0.691307,0,L,29.75274,2.305499
1647,Matias #10,Matias,0.9297851,0.7493158,0.5220503,2,M,31.12753,2.553208
1648,Etelvino #10,Etelvino,0.7348195,1.097099,0.8844483,0,XL,32.36639,2.745691
1649,Elivelton #10,Elivelton,0.6858087,1.031472,0.7296553,0,L,34.10321,2.978237
1650,Mathias #10,Mathias,0.6359208,0.4064823,0.1050719,0,XS,-34.15268,3.379723
1651,Juliana #10,Juliana,0.6751535,0.6990702,0.3299469,0,S,-32.73634,3.303102
1652,Sheyla #10,Sheyla,0.85177,0.7158005,0.4364217,1,M,-31.41495,3.373109
1653,André #10,André,1.28275,0.4583754,0.2695161,4,S,-29.68134,4.237995
1654,Alexandra #10,Alexandra,1.036578,0.4597248,0.2190775,3,XS,-28.55966,3.651957
1655,Thereza #10,Thereza,0.9997569,0.643564,0.414074,2,S,-27.27765,3.887658
1656,Gabriel #10,Gabriel,1.077304,0.5943805,0.3805987,3,S,-25.79379,3.871229
1657,Otaviana #10,Otaviana,0.9245664,0.8160022,0.6156315,2,L,-25.12921,3.693228
1658,Janice #10,Janice,1.207885,0.7793118,0.7335813,4,L,-23.40759,4.066262
1659,Nataly #10,Nataly,0.8032191,0.8023232,0.5170501,1,M,-22.99386,3.952605
1660,David #10,David,1.010758,0.523742,0.2772566,2,S,-20.80417,3.254732
1661,Mariana #10,Mariana,0.7245215,0.5631858,0.2298024,0,XS,-19.92215,3.333745
1662,André #10,André,0.7241205,0.6524447,0.3082466,0,S,-19.12799,3.261855
1663,Amanda #10,Amanda,0.7501383,0.7049013,0.3727331,1,S,-17.59284,3.935254
1664,Graciane #10,Graciane,0.8200991,0.7109585,0.4145289,1,S,-16.30214,4.059611
1665,Juliane #10,Juliane,0.9408624,0.8425543,0.6679161,2,L,-14.91056,4.004113
1666,Paulina #10,Paulina,0.6669182,1.022113,0.6967388,0,L,-13.9953,3.670758
1667,Eloá #10,Eloá,0.7865133,0.3817236,0.1146051,1,XS,-12.30232,3.287122
1668,Laís #10,Laís,0.6732095,1.091168,0.8015557,0,L,-10.93484,3.62144
1669,Adriane #10,Adriane,0.8941634,0.8966876,0.7189509,2,L,-10.04023,3.677438
1670,Júlia #11,Júlia,1.10393,1.008173,1.122048,3,XL,-8.806086,3.335271
1671,Adalberto #11,Adalberto,0.9384849,0.6384349,0.3825256,2,S,-7.771255,3.667156
1672,Elton #11,Elton,0.7032105,0.49315,0.1710186,0,XS,-6.248165,4.080648
1673,Eloah #11,Eloah,0.6970901,0.5215034,0.1895847,0,XS,-5.284341,4.194361
1674,Lucas #11,Lucas,1.027144,0.5180348,0.2756443,3,S,-3.340865,3.536065
1675,Nathaly #11,Nathaly,1.299807,0.4931063,0.3160529,4,S,-2.182703,3.424921
1676,Eduardo #11,Eduardo,1.0765,0.4411181,0.2094708,3,XS,-0.8427301,3.47675
1677,Marta #11,Marta,1.045264,0.4057159,0.1720562,3,XS,-0.2349791,3.846806
1678,Breno #11,Breno,1.299926,0.3947036,0.2025166,4,XS,0.8397108,3.864484
1679,Otaviano #11,Otaviano,0.7389657,0.742999,0.4079441,0,S,2.270563,3.98666
1680,Adelaide #11,Adelaide,1.064155,0.9830325,1.028349,3,XL,3.523314,3.359295
1681,Marcel #11,Marcel,0.9503912,1.004264,0.9585134,2,XL,5.398422,4.158052
1682,Roger #11,Roger,1.140453,1.006975,1.156418,3,XL,6.511234,3.478518
1683,Mário #11,Mário,1.165941,0.5050679,0.297424,4,S,7.427714,3.812809
1684,Michele #11,Michele,0.6386156,0.5736749,0.2101703,0,XS,8.654557,3.648664
1685,Gustavo #11,Gustavo,0.9161672,0.3814363,0.1332965,2,XS,10.28106,3.361727
1686,Jaime #11,Jaime,1.224492,1.031621,1.303156,4,XL,11.58075,3.368279
1687,Rafael #11,Rafael,0.6747753,0.8128455,0.4458361,0,M,12.74584,3.35604
1688,Eloi #11,Eloi,1.244806,0.5041818,0.3164289,4,S,13.87299,3.412179
1689,Vinicius #11,Vinicius,1.218644,0.8897615,0.9647709,4,XL,15.17436,4.06368
1690,Jozé #11,Jozé,0.7305247,1.099437,0.8830296,0,XL,16.20467,4.015293
1691,Adriano #11,Adriano,0.7921377,0.4062818,0.1307541,1,XS,17.78832,4.076189
1692,Carlito #11,Carlito,1.014895,0.7593696,0.5852314,2,M,18.80932,4.17953
1693,Marcelo #11,Marcelo,0.6697257,1.007767,0.6801702,0,L,19.78499,3.911083
1694,Martha #11,Martha,0.6395369,0.4963429,0.157554,0,XS,20.96716,3.84553
1695,Bernardo #11,Bernardo,0.6253955,0.9417036,0.5546044,0,M,22.80123,3.420901
1696,Gabriela #11,Gabriela,0.6874726,0.8517394,0.4987339,0,M,23.55737,3.886012
1697,Marianne #11,Marianne,0.9855033,0.5711856,0.3215235,2,S,25.17903,3.597163
1698,Plinio #11,Plinio,1.016241,0.8054314,0.6592558,2,L,25.9622,3.70245
1699,Josiane #11,Josiane,0.9831244,0.3913548,0.150574,2,XS,27.83724,4.105629
1700,Gisele #11,Gisele,0.6816976,0.3832869,0.1001474,0,XS,28.77557,3.82992
1701,Aline #11,Aline,0.6292986,0.9677423,0.5893539,0,M,29.50643,3.299253
1702,Miguel #11,Miguel,1.221237,1.07257,1.40492,4,XL,30.8557,3.97219
1703,Aleksandra #11,Aleksandra,0.9435874,0.4367596,0.1799978,2,XS,32.7774,3.65632
1704,Artur #11,Artur,0.7385909,0.5843169,0.2521743,0,XS,33.89033,3.869289
1705,Ticiane #11,Ticiane,1.110395,0.4896606,0.2662367,3,S,-33.97453,4.827172
1706,Guido #11,Guido,1.19351,0.5327525,0.3387481,4,S,-32.6651,5.008731
1707,Marlene #11,Marlene,1.061789,0.9794308,1.018558,3,XL,-31.63624,4.54071
1708,Natali #11,Natali,0.82704,0.6403043,0.3390777,1,S,-30.02118,4.531714
1709,Jéssica #11,Jéssica,0.7782009,0.5393438,0.2263722,1,XS,-29.12095,4.808652
1710,Heloi #11,Heloi,1.054133,0.5658416,0.3375087,3,S,-27.25147,5.088816
1711,Willian #11,Willian,0.7118867,1.068925,0.8134028,0,L,-25.89368,5.015798
1712,Miriam #11,Miriam,1.169433,0.9602337,1.078274,4,XL,-25.24554,4.763547
1713,Alina #11,Alina,0.8628067,0.5369282,0.2487402,1,XS,-24.12351,5.464405
1714,Lívia #11,Lívia,1.110367,0.5228478,0.3035407,3,S,-22.26795,5.329699
1715,Petra #11,Petra,0.9369869,0.7383449,0.5108014,2,M,-21.36045,4.554939
1716,Gizeli #11,Gizeli,1.193698,0.4267905,0.2174322,4,XS,-20.10215,4.629305
1717,Marina #11,Marina,1.02001,0.9168946,0.8575178,3,XL,-19.09825,5.476676
1718,Vivian #11,Vivian,0.7083094,0.6188098,0.2712297,0,S,-17.02947,4.971023
1719,Caique #11,Caique,0.8826433,0.8743907,0.674833,2,L,-16.58267,5.39103
1720,Severino #11,Severino,0.8490826,0.9697528,0.7984946,1,L,-14.80474,5.353819
1721,Victoria #11,Victoria,1.004656,0.9921555,0.9889557,2,XL,-13.58473,4.606387
1722,Erundina #11,Erundina,0.7645285,0.7503782,0.4304811,1,M,-12.69738,4.556173
1723,Carla #11,Carla,0.9424838,0.5955299,0.3342573,2,S,-10.92276,4.65106
1724,Juliete #11,Juliete,1.207992,0.8793855,0.9341626,4,XL,-9.759324,4.594851
1725,Alexa #11,Alexa,0.9912953,0.9034534,0.809123,2,L,-8.334216,4.567789
1726,Marine #11,Marine,1.057893,0.5800065,0.3558832,3,S,-7.891181,4.543758
1727,Janaina #11,Janaina,0.7731998,0.8519385,0.5611878,1,M,-6.189372,4.542441
1728,Sandro #11,Sandro,0.6217464,0.9855329,0.6038867,0,M,-5.026134,5.162309
1729,Fúlvia #11,Fúlvia,1.161712,0.7657292,0.6811596,4,L,-3.773141,5.497924
1730,Plinia #11,Plinia,0.8798001,0.5898515,0.3061043,1,S,-2.105735,4.5856
1731,George #11,George,0.9101476,0.4488134,0.1833342,2,XS,-1.262586,5.355381
1732,Talita #11,Talita,0.9531065,0.9700167,0.8968088,2,XL,0.1024635,5.210185
1733,Matheus #11,Matheus,1.262184,0.4321871,0.2357579,4,XS,1.082037,5.128814
1734,Enedina #11,Enedina,1.232322,0.8317758,0.8525832,4,L,2.199686,4.800293
1735,Augusta #11,Augusta,1.118977,0.8274904,0.766209,3,L,4.108959,5.07957
1736,Rogério #11,Rogério,1.26765,0.5673277,0.4080068,4,S,4.525107,5.148245
1737,Rodrigo #11,Rodrigo,1.177836,0.4987522,0.2929912,4,S,6.098614,4.832825
1738,Manuela #11,Manuela,0.7517121,0.9147818,0.629052,1,L,7.695137,4.767533
1739,Mariane #11,Mariane,1.182928,0.9777322,1.130832,4,XL,8.874721,5.058559
1740,Alana #11,Alana,1.153261,0.5624759,0.3648678,3,S,10.03932,4.92796
1741,Janiana #11,Janiana,0.6371047,0.992319,0.6273552,0,L,10.84646,5.458584
1742,Valéria #11,Valéria,0.9562866,0.988438,0.9343013,2,XL,12.75899,4.67498
1743,Hermeto #11,Hermeto,0.8352343,0.5071277,0.2148043,1,XS,13.50653,5.2782
1744,Zilah #11,Zilah,0.9027512,0.6065798,0.3321575,2,S,14.63181,4.68289
1745,Hélcio #11,Hélcio,0.6493272,0.9842016,0.6289726,0,L,15.7799,4.839504
1746,Guilherme #11,Guilherme,0.9295974,0.5741401,0.3064296,2,S,17.49345,4.703225
1747,Eliane #11,Eliane,0.8641416,0.4264429,0.1571472,1,XS,19.04606,4.573134
1748,Maria #11,Maria,0.6019219,0.8416114,0.4263472,0,M,20.00992,4.987957
1749,Elias #11,Elias,0.657536,0.6903186,0.313342,0,S,21.27656,4.603343
1750,Vitoria #11,Vitoria,0.7145992,0.4278963,0.1308397,0,XS,22.13926,5.480428
1751,Augusto #11,Augusto,0.8841596,0.5050169,0.2254979,2,XS,24.24677,4.540165
1752,Daniel #11,Daniel,0.9403575,1.040195,1.017471,2,XL,25.33503,5.01806
1753,Joana #11,Joana,1.088858,0.6981179,0.5306754,3,M,26.23809,5.451204
1754,Daniela #11,Daniela,0.756477,0.5238674,0.2076053,1,XS,27.95711,5.283368
1755,Andrea #11,Andrea,0.8498926,1.023132,0.8896674,1,XL,28.83124,4.944477
1756,Teresa #11,Teresa,0.634295,0.8738175,0.4843204,0,M,29.67223,5.194922
1757,Patricia #11,Patricia,1.066652,0.9333703,0.9292464,3,XL,31.44601,4.501503
1758,Edivaldo #11,Edivaldo,1.151691,0.4004996,0.1847312,3,XS,32.01918,4.503945
1759,Diego #11,Diego,1.089934,0.4156203,0.1882754,3,XS,34.18356,4.797219
1760,Paula #11,Paula,0.7910045,0.7063677,0.3946759,1,S,-33.533,6.210408
1761,Brivaldo #11,Brivaldo,0.760631,0.5801603,0.2560177,1,XS,-32.62524,6.310915
1762,Alexandre #11,Alexandre,0.7071248,0.7822753,0.4327283,0,M,-31.48558,6.632379
1763,Fúlvio #11,Fúlvio,0.9317237,0.9151013,0.7802351,2,L,-29.75365,6.020474
1764,Marcela #11,Marcela,0.9396986,0.8802466,0.7281104,2,L,-28.31857,6.470085
1765,Amaury #11,Amaury,0.6009804,0.5973344,0.2144349,0,XS,-27.62648,6.467655
1766,Sandra #11,Sandra,0.7546517,0.9801399,0.7249745,1,L,-26.02007,6.419898
1767,Eliana #11,Eliana,0.895857,0.7285858,0.4755543,2,M,-25.2487,5.924066
1768,Tito #11,Tito,0.7863776,0.8551195,0.5750225,1,M,-23.7395,6.653701
1769,Rogéria #11,Rogéria,0.7233677,0.4669981,0.1577573,0,XS,-22.785,6.520992
1770,Thaysa #11,Thaysa,0.8177652,0.8201496,0.5500659,1,M,-21.20811,5.857931
1771,Bruno #11,Bruno,0.9529055,0.9658118,0.888863,2,XL,-19.97239,5.794934
1772,Paulino #11,Paulino,0.7974829,0.9190667,0.6736207,1,L,-18.73134,5.755118
1773,Arthur #11,Arthur,0.6826265,0.5337038,0.1944392,0,XS,-17.70418,6.72101
1774,Lilian #11,Lilian,0.6558386,1.099528,0.7928841,0,L,-16.51052,6.145945
1775,Leilani #11,Leilani,0.98365,0.8875041,0.7747852,2,L,-15.36174,6.418889
1776,Adriana #11,Adriana,0.8151914,0.4450543,0.1614677,1,XS,-13.63387,6.564003
1777,Maria #11,Maria,0.7628846,0.9867096,0.7427413,1,L,-12.90577,6.114453
1778,Ticiana #11,Ticiana,0.935848,0.4955185,0.2297868,2,XS,-11.34101,6.140082
1779,Diogo #11,Diogo,1.131977,0.5712236,0.3693599,3,S,-10.2865,6.157304
1780,Liliane #11,Liliane,0.8141404,0.8731964,0.6207592,1,L,-8.862221,6.423949
1781,Nicole #11,Nicole,1.27584,0.5572504,0.3961842,4,S,-7.943972,5.802776
1782,Rafaela #11,Rafaela,0.8548489,0.7684355,0.5047823,1,M,-5.926068,5.926895
1783,Heloá #11,Heloá,1.216947,0.9697224,1.144371,4,XL,-5.277079,6.356226
1784,Mateus #11,Mateus,0.9311395,1.008559,0.9471463,2,XL,-3.449486,6.163797
1785,Eduarda #11,Eduarda,0.7382519,0.8937992,0.5897725,0,M,-2.187758,6.189466
1786,Everton #11,Everton,1.058129,0.4910297,0.2551256,3,XS,-1.224665,6.707595
1787,Sara #11,Sara,1.16314,1.03213,1.239085,4,XL,-0.2889566,6.564181
1788,Raphael #11,Raphael,1.150088,0.979165,1.102663,3,XL,0.8400303,6.613076
1789,Iona #11,Iona,0.8219613,0.7143056,0.4193913,1,S,2.703403,5.811235
1790,João #11,João,0.6240277,0.785611,0.3851403,0,S,3.699933,6.443199
1791,William #11,William,0.6131045,1.040484,0.6637515,0,L,4.983099,6.410724
1792,Davi #11,Davi,1.256265,0.9579909,1.152933,4,XL,6.667025,6.636969
1793,Giselle #11,Giselle,0.9255517,0.955789,0.8455217,2,L,7.209801,6.342305
1794,Sheila #11,Sheila,1.210927,1.062785,1.367758,4,XL,8.26948,6.561278
1795,Juliene #11,Juliene,1.104592,0.4508714,0.224547,3,XS,9.74829,6.208333
1796,Nivaldo #11,Nivaldo,0.8299152,0.3870203,0.1243086,1,XS,11.14106,5.79918
1797,Vitória #11,Vitória,1.11032,0.6390881,0.453492,3,M,12.28914,5.758743
1798,Mauricio #11,Mauricio,0.7187169,0.9122812,0.598157,0,M,13.62947,6.384154
1799,Giselle #11,Giselle,0.7845739,0.4657112,0.1701638,1,XS,14.92075,6.48713
1800,Ana #11,Ana,1.069776,1.00252,1.075175,3,XL,15.77007,5.751721
1801,Anderson #11,Anderson,1.292098,0.6133338,0.4860593,4,M,17.34911,6.736133
1802,Zilá #11,Zilá,1.035661,0.7383623,0.5646204,3,M,19.24032,6.118774
1803,Joaquim #11,Joaquim,0.9113836,1.02233,0.9525398,2,XL,19.84039,6.685893
1804,Tania #11,Tania,0.8205408,1.093952,0.9819663,1,XL,21.11475,5.75897
1805,Caetano #11,Caetano,0.9683992,0.6924222,0.4642975,2,M,22.9317,6.327677
1806,José #11,José,0.9595384,1.033963,1.025823,2,XL,23.96737,6.475794
1807,Nicoli #11,Nicoli,0.8941643,0.7944657,0.5643748,2,M,24.82863,6.50371
1808,Julieta #11,Julieta,0.9692971,0.5832915,0.329783,2,S,25.89017,6.606235
1809,Guilhermina #11,Guilhermina,0.654851,0.5575299,0.2035536,0,XS,27.46962,5.754375
1810,Leona #11,Leona,1.06245,0.6715436,0.4791341,3,M,28.67681,5.981303
1811,Rômulo #11,Rômulo,0.8586648,1.042662,0.9334928,1,XL,30.06391,6.027471
1812,Victória #11,Victória,0.879223,0.6993772,0.4300531,1,M,31.0691,6.022077
1813,Uiara #11,Uiara,1.128006,0.6764784,0.5162018,3,M,32.21085,5.987189
1814,Matias #11,Matias,1.253041,0.6985259,0.611407,4,M,33.73809,5.83043
1815,Etelvino #11,Etelvino,1.024691,0.8287852,0.7038448,3,L,-33.6841,7.046726
1816,Elivelton #11,Elivelton,0.7183682,0.5503618,0.2175924,0,XS,-32.15879,7.162484
1817,Mathias #11,Mathias,1.126369,0.7285914,0.5979276,3,M,-30.89247,7.068489
1818,Juliana #11,Juliana,0.9653847,0.6394684,0.3947649,2,S,-30.15167,7.121363
1819,Sheyla #11,Sheyla,0.6049789,0.8842822,0.4730663,0,M,-29.04184,7.593262
1820,André #11,André,0.8410606,0.6967297,0.4082779,1,S,-27.6731,7.976655
1821,Alexandra #11,Alexandra,0.7795856,0.4207166,0.1379885,1,XS,-25.75059,7.115792
1822,Thereza #11,Thereza,0.6500526,1.030146,0.6898368,0,L,-24.57668,7.635962
1823,Gabriel #11,Gabriel,1.130932,0.6602182,0.4929598,3,M,-23.85233,7.037331
1824,Otaviana #11,Otaviana,1.187316,0.6536583,0.5073037,4,M,-22.93779,7.132907
